Date,RAY,QQQ,T10Y3M,CL1,HG1,GC1,XAG,VNQ,EURtoUSD,VXUS,EEM,VIX
1990-03-09,,,,,,,,,,,,20.3
1990-03-12,,,,,,,,,,,,20.07
1990-03-13,,,,,,,,,,,,21.05
1990-03-14,,,,,,,,,,,,19.65
1990-03-15,,,,,,,,,,,,18.81
1990-03-16,,,,,,,,,,,,17.62
1990-03-19,,,,,,,,,,,,18.29
1990-03-20,,,,,,,,,,,,19.06
1990-03-21,,,,,,,,,,,,20.1
1990-03-22,,,,,,,,,,,,22.74
1990-03-23,,,,,,,,,,,,20.46
1990-03-26,,,,,,,,,,,,19.59
1990-03-27,,,,,,,,,,,,21.01
1990-03-28,,,,,,,,,,,,19.77
1990-03-29,,,,,,,,,,,,18.46
1990-03-30,,,,,,,,,,,,19.73
1990-04-02,,,,,,,,,,,,22.84
1990-04-03,,,,,,,,,,,,20.44
1990-04-04,,,,,,,,,,,,22.03
1990-04-05,,,,,,,,,,,,21.21
1990-04-06,,,,,,,,,,,,21.76
1990-04-09,,,,,,,,,,,,22.3
1990-04-10,,,,,,,,,,,,21.69
1990-04-11,,,,,,,,,,,,17.73
1990-04-12,,,,,,,,,,,,19.8
1990-04-13,,,,,,,,,,,,19.8
1990-04-16,,,,,,,,,,,,20.75
1990-04-17,,,,,,,,,,,,20.38
1990-04-18,,,,,,,,,,,,22.67
1990-04-19,,,,,,,,,,,,22.46
1990-04-20,,,,,,,,,,,,23.33
1990-04-23,,,,,,,,,,,,24.16
1990-04-24,,,,,,,,,,,,21.7
1990-04-25,,,,,,,,,,,,20.86
1990-04-26,,,,,,,,,,,,20.25
1990-04-27,,,,,,,,,,,,22.19
1990-04-30,,,,,,,,,,,,19.52
1990-05-01,,,,,,,,,,,,18.43
1990-05-02,,,,,,,,,,,,19.32
1990-05-03,,,,,,,,,,,,17.81
1990-05-04,,,,,,,,,,,,17.28
1990-05-07,,,,,,,,,,,,17.65
1990-05-08,,,,,,,,,,,,18.49
1990-05-09,,,,,,,,,,,,18.64
1990-05-10,,,,,,,,,,,,18.59
1990-05-11,,,,,,,,,,,,19.81
1990-05-14,,,,,,,,,,,,20.14
1990-05-15,,,,,,,,,,,,19.49
1990-05-16,,,,,,,,,,,,17.71
1990-05-17,,,,,,,,,,,,17.27
1990-05-18,,,,,,,,,,,,17.2
1990-05-21,,,,,,,,,,,,16.72
1990-05-22,,,,,,,,,,,,17.84
1990-05-23,,,,,,,,,,,,17.18
1990-05-24,,,,,,,,,,,,17.7
1990-05-25,,,,,,,,,,,,17.32
1990-05-28,,,,,,,,,,,,17.32
1990-05-29,,,,,,,,,,,,18.75
1990-05-30,,,,,,,,,,,,17.44
1990-05-31,,,,,,,,,,,,17.37
1990-06-01,,,,,,,,,,,,17.09
1990-06-04,,,,,,,,,,,,18.39
1990-06-05,,,,,,,,,,,,18.97
1990-06-06,,,,,,,,,,,,17.42
1990-06-07,,,,,,,,,,,,16.88
1990-06-08,,,,,,,,,,,,17.58
1990-06-11,,,,,,,,,,,,16.34
1990-06-12,,,,,,,,,,,,16.6
1990-06-13,,,,,,,,,,,,17.38
1990-06-14,,,,,,,,,,,,17.4
1990-06-15,,,,,,,,,,,,15.9
1990-06-18,,,,,,,,,,,,17.71
1990-06-19,,,,,,,,,,,,15.23
1990-06-20,,,,,,,,,,,,15.27
1990-06-21,,,,,,,,,,,,14.72
1990-06-22,,,,,,,,,,,,19.36
1990-06-25,,,,,,,,,,,,17.06
1990-06-26,,,,,,,,,,,,16.29
1990-06-27,,,,,,,,,,,,16.0
1990-06-28,,,,,,,,,,,,16.18
1990-06-29,,,,,,,,,,,,15.5
1990-07-02,,,,,,,,,,,,16.26
1990-07-03,,,,,,,,,,,,16.11
1990-07-04,,,,,,,,,,,,16.11
1990-07-05,,,,,,,,,,,,17.25
1990-07-06,,,,,,,,,,,,16.41
1990-07-09,,,,,,,,,,,,16.66
1990-07-10,,,,,,,,,,,,16.92
1990-07-11,,,,,,,,,,,,16.68
1990-07-12,,,,,,,,,,,,17.06
1990-07-13,,,,,,,,,,,,17.09
1990-07-16,,,,,,,,,,,,16.75
1990-07-17,,,,,,,,,,,,16.66
1990-07-18,,,,,,,,,,,,18.9
1990-07-19,,,,,,,,,,,,18.56
1990-07-20,,,,,,,,,,,,15.63
1990-07-23,,,,,,,,,,,,23.68
1990-07-24,,,,,,,,,,,,21.79
1990-07-25,,,,,,,,,,,,20.19
1990-07-26,,,,,,,,,,,,20.26
1990-07-27,,,,,,,,,,,,21.12
1990-07-30,,,,,,,,,,,,21.16
1990-07-31,,,,,,,,,,,,21.11
1990-08-01,,,,,,,,,,,,21.64
1990-08-02,,,,,,,,,,,,20.43
1990-08-03,,,,,,,,,,,,28.74
1990-08-06,,,,,,,,,,,,35.91
1990-08-07,,,,,,,,,,,,32.75
1990-08-08,,,,,,,,,,,,28.27
1990-08-09,,,,,,,,,,,,24.39
1990-08-10,,,,,,,,,,,,25.75
1990-08-13,,,,,,,,,,,,25.74
1990-08-14,,,,,,,,,,,,24.18
1990-08-15,,,,,,,,,,,,23.31
1990-08-16,,,,,,,,,,,,27.16
1990-08-17,,,,,,,,,,,,27.53
1990-08-20,,,,,,,,,,,,26.46
1990-08-21,,,,,,,,,,,,28.9
1990-08-22,,,,,,,,,,,,30.55
1990-08-23,,,,,,,,,,,,36.47
1990-08-24,,,,,,,,,,,,33.93
1990-08-27,,,,,,,,,,,,29.63
1990-08-28,,,,,,,,,,,,29.12
1990-08-29,,,,,,,,,,,,27.38
1990-08-30,,,,,,,,,,,,29.89
1990-08-31,,,,,,,,,,,,29.9
1990-09-03,,,,,,,,,,,,29.9
1990-09-04,,,,,,,,,,,,29.58
1990-09-05,,,,,,,,,,,,28.52
1990-09-06,,,,,,,,,,,,30.19
1990-09-07,,,,,,,,,,,,28.73
1990-09-10,,,,,,,,,,,,29.34
1990-09-11,,,,,,,,,,,,28.38
1990-09-12,,,,,,,,,,,,28.12
1990-09-13,,,,,,,,,,,,29.33
1990-09-14,,,,,,,,,,,,30.56
1990-09-17,,,,,,,,,,,,29.55
1990-09-18,,,,,,,,,,,,28.82
1990-09-19,,,,,,,,,,,,27.88
1990-09-20,,,,,,,,,,,,28.66
1990-09-21,,,,,,,,,,,,30.04
1990-09-24,,,,,,,,,,,,30.56
1990-09-25,,,,,,,,,,,,28.81
1990-09-26,,,,,,,,,,,,28.19
1990-09-27,,,,,,,,,,,,28.67
1990-09-28,,,,,,,,,,,,29.11
1990-10-01,,,,,,,,,,,,28.06
1990-10-02,,,,,,,,,,,,27.28
1990-10-03,,,,,,,,,,,,27.9
1990-10-04,,,,,,,,,,,,27.51
1990-10-05,,,,,,,,,,,,27.85
1990-10-08,,,,,,,,,,,,28.04
1990-10-09,,,,,,,,,,,,30.71
1990-10-10,,,,,,,,,,,,31.19
1990-10-11,,,,,,,,,,,,33.98
1990-10-12,,,,,,,,,,,,31.94
1990-10-15,,,,,,,,,,,,31.64
1990-10-16,,,,,,,,,,,,31.45
1990-10-17,,,,,,,,,,,,31.37
1990-10-18,,,,,,,,,,,,29.6
1990-10-19,,,,,,,,,,,,27.86
1990-10-22,,,,,,,,,,,,27.27
1990-10-23,,,,,,,,,,,,27.57
1990-10-24,,,,,,,,,,,,28.28
1990-10-25,,,,,,,,,,,,29.04
1990-10-26,,,,,,,,,,,,30.75
1990-10-29,,,,,,,,,,,,31.54
1990-10-30,,,,,,,,,,,,30.52
1990-10-31,,,,,,,,,,,,30.04
1990-11-01,6.882540900192293,,,,,,,,,,,30.25
1990-11-02,8.922423431416615,,,,,,,,,,,30.03
1990-11-05,9.031126725047145,,,,,,,,,,,29.85
1990-11-06,6.734744664409597,,,,,,,,,,,29.11
1990-11-07,4.234309149200991,,,,,,,,,,,30.87
1990-11-08,6.26444925867381,,,,,,,,,,,30.79
1990-11-09,9.306934521681619,,,,,,,,,,,26.96
1990-11-12,11.206958439232794,,,,,,,,,,,25.6
1990-11-13,8.627529790516824,,,,,,,,,,,24.58
1990-11-14,9.819609168102746,,,,,,,,,,,22.89
1990-11-15,7.339913086957246,,,,,,,,,,,22.57
1990-11-16,7.627276632211924,,,,,,,,,,,21.34
1990-11-19,8.741898418483064,,,,,,,,,,,20.95
1990-11-20,6.312225746138166,,,,,,,,,,,20.09
1990-11-21,7.229162980514819,,,,,,,,,,,21.09
1990-11-22,7.276783219749886,,,,,,,,,,,21.09
1990-11-23,6.860178154639239,,,,,,,,,,,20.98
1990-11-26,7.612785409035253,,,,,,,,,,,22.76
1990-11-27,8.507983841437527,,,,,,,,,,,22.86
1990-11-28,8.017807642073757,,,,,,,,,,,22.96
1990-11-29,7.1283361233294125,,,,,,,,,,,23.91
1990-11-30,10.197162568708972,,,,,,,,,,,22.16
1990-12-03,10.069124220449,,,,,,,,,,,22.29
1990-12-04,10.46847391886368,,,,,,,,,,,22.03
1990-12-05,11.64193004242902,,,,,,,,,,,20.94
1990-12-06,9.849664763135506,,,,,,,,,,,22.62
1990-12-07,8.860805297083262,,,,,,,,,,,22.59
1990-12-10,9.422086880656163,,,,,,,,,,,23.58
1990-12-11,8.017795387820117,,,,,,,,,,,23.75
1990-12-12,10.115169310983921,,,,,,,,,,,21.28
1990-12-13,9.136836686067328,,,,,,,,,,,23.05
1990-12-14,7.573952044122617,,,,,,,,,,,23.85
1990-12-17,7.554853322037303,,,,,,,,,,,24.85
1990-12-18,10.110587732804142,,,,,,,,,,,23.11
1990-12-19,9.275677052666005,,,,,,,,,,,23.08
1990-12-20,9.159231942141885,,,,,,,,,,,23.13
1990-12-21,9.58071620726435,,,,,,,,,,,22.66
1990-12-24,8.321834437077044,,,,,,,,,,,24.03
1990-12-25,8.560187601217697,,,,,,,,,,,24.03
1990-12-26,9.067680650444586,,,,,25.03747404148624,,,,,,24.18
1990-12-27,7.694033158577685,,,,,23.30966177020526,,,,,,24.81
1990-12-28,8.112406628961564,,,,,33.902837692543045,,,,,,25.05
1990-12-31,8.956719908037357,,,,,28.896128539344488,,,,,,26.38
1991-01-01,8.620235438110551,,,,,27.403795287362243,,,,,,26.38
1991-01-02,6.709897984972929,,,,,21.491719852629235,,,,,,26.62
1991-01-03,5.260157533199025,,,,,20.998366244577074,,,,,,27.93
1991-01-04,6.153094567075779,,,,,20.502105884013037,,,,,,27.19
1991-01-07,3.6376344458578918,,,,,30.544262969085533,,,,,,28.95
1991-01-08,4.936328066103586,,,,,22.99948614181453,,,,,,30.38
1991-01-09,4.055026363865631,,,,,24.452093135568916,,,,,,33.3
1991-01-10,6.818829600750591,,,,,23.223903298908603,,,,,,31.33
1991-01-11,6.6485094837023615,,,,,24.65535451027445,,,,,,32.63
1991-01-14,4.911775222532626,,,,,32.41195814217425,,,,,,36.2
1991-01-15,6.40358001281163,,,,,27.164701819237926,,,,,,36.16
1991-01-16,8.069353258780751,,,,,30.928698368925915,,,,,,33.2
1991-01-17,13.449814048742871,,,,,-1.5236340477989545,,,,,,27.45
1991-01-18,12.116933117482628,,,,,11.556063745902739,,,,,,25.39
1991-01-21,10.369195094604095,,,,,18.82348163009196,,,,,,24.33
1991-01-22,8.592730589600123,,,,,18.945745183950834,,,,,,24.9
1991-01-23,9.925837628343357,,,,,17.830814052535953,,,,,,23.92
1991-01-24,11.9739064395805,,,,,13.210217240788488,,,,,,22.86
1991-01-25,11.226873155261806,,,,,18.55910359533185,,,,,,22.2
1991-01-28,10.600402179994214,,,,,19.344319201684936,,,,,,23.05
1991-01-29,10.279821279211433,,,,,18.433933198095804,,,,,,23.17
1991-01-30,12.759898364648143,,,,,11.237460402065967,,,,,,21.37
1991-01-31,13.01777346781082,,,,,11.79058079312024,,,,,,20.91
1991-02-01,11.49718749980509,,,,,14.509227214383461,,,,,,21.04
1991-02-04,13.998833162163287,,,,,17.869058788738226,,,,,,21.86
1991-02-05,14.199151088372856,,,,,15.151484428558538,,,,,,21.46
1991-02-06,16.163570509507753,,,,,12.7373957856322,,,,,,22.68
1991-02-07,13.000322985940876,,,,,19.62030488457281,,,,,,23.6
1991-02-08,13.919727026026369,,,,,20.503340201127276,,,,,,23.38
1991-02-11,17.67400975764686,,,,,16.354856957729623,,,,,,22.56
1991-02-12,13.642107222348868,,,,,18.32279864155113,,,,,,22.26
1991-02-13,15.189439794443944,,,,,17.42292942245384,,,,,,20.86
1991-02-14,11.518455401676121,,,,,18.84681192340656,,,,,,21.48
1991-02-15,14.525498363167896,,,,,14.789578648136105,,,,,,19.57
1991-02-18,13.301387573399738,,,,,16.472470996956826,,,,,,19.57
1991-02-19,13.193865620794865,,,,,17.08779761025266,,,,,,19.84
1991-02-20,10.585435796072433,,,,,17.543362080605842,,,,,,22.26
1991-02-21,11.295669854340868,,,,,15.656555917986122,,,,,,20.78
1991-02-22,11.820944219088553,,,,,10.973121955718002,,,,,,21.01
1991-02-25,12.377399187758252,,,,,16.349565701084412,,,,,,22.86
1991-02-26,9.671051384141366,,,,,15.6879393906326,,,,,,20.38
1991-02-27,12.952682304333182,,,,,20.443665106111805,,,,,,21.26
1991-02-28,11.88073853574965,,,,,24.53252557230502,,,,,,21.23
1991-03-01,13.424948724077701,,,,,21.314750541183162,,,,,,21.23
1991-03-04,12.280794776585589,,,,,21.59459044907788,,,,,,20.86
1991-03-05,15.911671527313974,,,,,17.661582095912788,,,,,,20.45
1991-03-06,13.569216912232008,,,,,19.960900916259085,,,,,,20.55
1991-03-07,13.097359478036939,,,,,20.644157820283482,,,,,,21.05
1991-03-08,12.25879339388885,,,,,22.83947802741106,,,,,,20.81
1991-03-11,11.02419392429214,,,,,16.49855553143641,,,,,,20.88
1991-03-12,9.724221637823545,,,,,18.18619062250768,,,,,,18.82
1991-03-13,12.925540945384212,,,,,20.62493754397989,,,,,,16.09
1991-03-14,11.718728594061355,,,,,18.135809536067722,,,,,,14.94
1991-03-15,11.230652136418154,,,,,18.293738212021687,,,,,,14.9
1991-03-18,10.743972431157637,,,,,16.585133313442405,,,,,,15.79
1991-03-19,8.23910781163197,,,,,18.463276841930025,,,,,,16.11
1991-03-20,10.323951113064066,,,,,17.56527074088655,,,,,,16.04
1991-03-21,9.809499085693016,,,,,17.967067985808796,,,,,,16.86
1991-03-22,10.373124330404623,,,,,18.211742710550052,,,,,,16.49
1991-03-25,11.741199194966894,,,,,14.256026300095261,,,,,,16.76
1991-03-26,14.572946106279483,,,,,14.366140879608393,,,,,,16.31
1991-03-27,12.635003332116458,,,,,14.448158708794017,,,,,,16.55
1991-03-28,12.012622850311342,,,,,16.375600560307817,,,,,,16.88
1991-03-29,11.799904501815154,,,,,16.528345074523564,,,,,,16.88
1991-04-01,9.775295742656835,,,,,20.060439171344726,,,,,,17.42
1991-04-02,14.711684404476205,,,,,16.902323445271318,,,,,,17.4
1991-04-03,12.878121144945593,,,,,19.293033312217766,,,,,,17.61
1991-04-04,12.91149329307102,,,,,17.860332270162527,,,,,,18.01
1991-04-05,10.305138695672992,,,,,18.395251785170238,,,,,,17.63
1991-04-08,12.382212733607942,,,,,20.331616111695233,,,,,,17.41
1991-04-09,9.421428716037553,,,,,22.56596235045756,,,,,,20.12
1991-04-10,10.10781617876282,,,,,20.482918070207194,,,,,,19.73
1991-04-11,12.873040922992073,,,,,18.72480350058735,,,,,,17.24
1991-04-12,13.086209267998951,,,,,17.598826913763645,,,,,,18.45
1991-04-15,12.560697311254776,,,,,18.667414013165835,,,,,,16.5
1991-04-16,15.329882304463963,,,,,18.546917008650663,,,,,,15.82
1991-04-17,15.332748800331778,,,,,19.104536235444186,,,,,,15.47
1991-04-18,12.89063202144129,,,,,15.101883846058968,,,,,,16.26
1991-04-19,10.560282687911668,,,,,15.61887450363917,,,,,,15.68
1991-04-22,9.378575086036246,,,,,17.840711556684937,,,,,,16.78
1991-04-23,10.854396917603824,,,,,16.926787178337733,,,,,,17.02
1991-04-24,11.489212274773074,,,,,16.384598549837992,,,,,,16.72
1991-04-25,9.576946637395286,,,,,14.926071062293431,,,,,,17.15
1991-04-26,10.093933716070936,,,,,16.01333279096861,,,,,,17.27
1991-04-29,7.581897819461704,,,,,16.689617159276203,,,,,,18.27
1991-04-30,9.478155085744183,,,,,20.479546911645564,,,,,,18.24
1991-05-01,12.330099748890513,,,,,19.069409024219325,,,,,,17.77
1991-05-02,11.517012223910868,,,,,17.768171822804337,,,,,,17.52
1991-05-03,11.337227258894355,,,,,16.896315496665206,,,,,,17.24
1991-05-06,10.626193395695424,,,,,18.901862885354408,,,,,,17.92
1991-05-07,9.524810265240717,,,,,19.680599643460873,,,,,,17.46
1991-05-08,10.573764245223321,,,,,19.496270360912348,,,,,,17.78
1991-05-09,12.87305521749917,,,,,19.96798690138261,,,,,,17.17
1991-05-10,8.10970952678705,,,,,18.501384800863978,,,,,,17.54
1991-05-13,9.894199686905027,,,,,20.285904493433705,,,,,,17.66
1991-05-14,7.379016465824295,,,,,21.066868229543005,,,,,,18.0
1991-05-15,6.631203796798325,,,,,19.980741262469852,,,,,,18.38
1991-05-16,9.95120656143417,,,,,16.053424690225135,,,,,,17.24
1991-05-17,9.491653814652517,,,,,16.51980750157264,,,,,,16.64
1991-05-20,9.414644879008998,,,,,19.499153097113112,,,,,,17.1
1991-05-21,11.074516343814132,,,,,18.701779379390356,,,,,,16.07
1991-05-22,10.896237792362392,,,,,17.618361461805527,,,,,,16.16
1991-05-23,10.147762813284773,,,,,16.819092867542125,,,,,,16.11
1991-05-24,11.46520122987721,,,,,18.847236923769483,,,,,,15.23
1991-05-27,10.812014927873747,,,,,18.526653593026424,,,,,,15.23
1991-05-28,12.818689763369187,,,,,25.4144779609833,,,,,,15.67
1991-05-29,12.267756284734265,,,,,19.898652689742697,,,,,,15.9
1991-05-30,13.808334815944978,,,,,22.07492233231736,,,,,,16.02
1991-05-31,13.965691587257313,,,,,19.43151033432482,,,,,,15.93
1991-06-03,12.113711718971308,,,,,21.448158986716567,,,,,,16.87
1991-06-04,11.936277811964635,,,,,20.257102208850053,,,,,,16.17
1991-06-05,10.545879493190261,,,,,20.353602751157418,,,,,,16.4
1991-06-06,10.221705796454476,,,,,22.73815174181884,,,,,,16.93
1991-06-07,8.596800331934121,,,,,22.76454862566369,,,,,,16.98
1991-06-10,9.078728002890376,,,,,29.27158143275821,,,,,,17.47
1991-06-11,10.621949935260053,,,,,22.86189881659401,,,,,,17.32
1991-06-12,8.014344804380606,,,,,22.26554265690153,,,,,,17.72
1991-06-13,9.59739652381718,,,,,22.291688124961933,,,,,,16.99
1991-06-14,12.000362627795175,,,,,19.03775882650124,,,,,,15.98
1991-06-17,10.023978118315824,,,,,21.353241421887365,,,,,,15.5
1991-06-18,9.401101673468988,,,,,21.221830742176195,,,,,,16.14
1991-06-19,7.826212220754147,,,,,21.429570535209976,,,,,,17.44
1991-06-20,8.932809096001604,,,,,20.645605969184583,,,,,,16.75
1991-06-21,10.20021159195063,,,,,18.72742416130091,,,,,,16.51
1991-06-24,6.1650874567770835,,,,,16.764345422920524,,,,,,18.28
1991-06-25,7.5119383038740635,,,,,19.886409619421062,,,,,,17.85
1991-06-26,8.458768644726444,,,,,20.954563027632116,,,,,,17.98
1991-06-27,10.125650242073055,,,,,22.436000766182268,,,,,,17.87
1991-06-28,8.042820615693605,,,,,23.551755599478888,,,,,,19.55
1991-07-01,12.113629437307889,,,,,22.24227839098009,,,,,,18.64
1991-07-02,10.3977823730231,,,,,21.38014590434893,,,,,,17.63
1991-07-03,8.038475126560968,,,,,23.58429560790829,,,,,,19.47
1991-07-04,8.939583441553513,,,,,22.531601490557343,,,,,,19.47
1991-07-05,9.5043891146203,,,,,22.185258760408928,,,,,,18.35
1991-07-08,11.187487457815786,,,,,22.48093869344553,,,,,,20.29
1991-07-09,9.99286644568978,,,,,20.617630759810893,,,,,,19.76
1991-07-10,9.943316251233377,,,,,21.706124172328778,,,,,,19.19
1991-07-11,10.551447064539701,,,,,19.206274824583392,,,,,,17.39
1991-07-12,11.805252466248737,,,,,20.846160428821264,,,,,,18.29
1991-07-15,12.171812128704648,,,,,21.267289906010713,,,,,,17.78
1991-07-16,10.907451873909633,,,,,20.76241996182749,,,,,,17.49
1991-07-17,10.676960274349915,,,,,21.542036594256523,,,,,,17.52
1991-07-18,12.625764762643668,,,,,21.641441162750603,,,,,,15.77
1991-07-19,11.073500347583716,,,,,21.676742001243543,,,,,,15.5
1991-07-22,10.24829748056093,,,,,18.34446821228481,,,,,,16.9
1991-07-23,8.58853668138875,,,,,20.00928920351282,,,,,,16.58
1991-07-24,8.916485003891731,,,,,16.350794451235124,,,,,,16.41
1991-07-25,10.607301734864986,,,,,18.125072795984916,,,,,,15.74
1991-07-26,10.312746875135742,,,,,20.25720102392574,,,,,,15.45
1991-07-29,11.269934980960409,,,,,16.940299741431218,,,,,,15.67
1991-07-30,12.530104812718617,,,,,17.105911995663043,,,,,,15.47
1991-07-31,12.342198320586732,,,,,19.279235033914095,,,,,,15.18
1991-08-01,11.329684520726062,,,,,18.665544003331178,,,,,,15.47
1991-08-02,11.355899250669813,,,,,11.305607324943091,,,,,,15.26
1991-08-05,9.951831119593349,,,,,15.376391321848912,,,,,,15.92
1991-08-06,13.036703885364345,,,,,16.6453753512186,,,,,,15.54
1991-08-07,11.944815624690856,,,,,16.817197151709674,,,,,,15.56
1991-08-08,11.111125202928678,,,,,17.739440559600318,,,,,,15.98
1991-08-09,10.121528327396895,,,,,18.90774346920256,,,,,,15.45
1991-08-12,10.963285307942344,,,,,17.590068570000668,,,,,,15.26
1991-08-13,11.748168128528551,,,,,16.75146392484507,,,,,,14.73
1991-08-14,11.640500926480712,,,,,18.917218306059176,,,,,,15.09
1991-08-15,10.999925303649594,,,,,17.706002159494265,,,,,,15.19
1991-08-16,9.113008913297607,,,,,19.034672052023765,,,,,,16.01
1991-08-19,4.917011962047524,,,,,19.320428789371366,,,,,,21.19
1991-08-20,9.015807516558146,,,,,16.32433022804417,,,,,,18.86
1991-08-21,14.860593914750487,,,,,18.450171423369284,,,,,,15.62
1991-08-22,12.668039353645293,,,,,15.729395095205632,,,,,,14.59
1991-08-23,13.227020763883464,,,,,16.0271968267642,,,,,,14.41
1991-08-26,11.974507636390404,,,,,18.602872603061968,,,,,,14.81
1991-08-27,11.481224069242355,,,,,17.343211524483447,,,,,,15.46
1991-08-28,13.288259323889356,,,,16.970457273569895,17.18764073551463,,,,,,15.31
1991-08-29,12.17651750199613,,,,16.624933213188406,16.049446681884472,,,,,,14.82
1991-08-30,11.455256002477718,,,,17.024721149769267,14.074907641677529,,,,,,14.46
1991-09-02,11.467200999472704,,,,16.73856732906548,15.608877708369628,,,,,,14.46
1991-09-03,9.671038383944529,,,,16.7411284692035,16.243469261589524,,,,,,16.57
1991-09-04,9.193873040315186,,,,15.649189007067031,16.61963929457513,,,,,,17.18
1991-09-05,9.404618773885534,,,,16.213861820537872,15.1910641214823,,,,,,17.31
1991-09-06,9.821474402236024,,,,18.82952569687213,18.054229441306482,,,,,,16.76
1991-09-09,9.692817576882739,,,,17.40858528822826,19.40621127201025,,,,,,17.73
1991-09-10,7.651175607139445,,,,17.98498720178336,17.342675171726935,,,,,,18.22
1991-09-11,9.294890765496051,,,,17.92858304477586,13.075718831804211,,,,,,17.96
1991-09-12,10.718878882080777,,,,17.649912995011412,13.980581228866873,,,,,,16.21
1991-09-13,8.247780650052677,,,,17.274363930851408,15.23075566844864,0.581693864042205,,,,,17.88
1991-09-16,10.108018663937616,,,,16.243185724623324,15.679016918791152,0.6981322422061219,,,,,17.82
1991-09-17,9.744038716014051,,,,15.257949143773752,18.079372452178976,0.6967221405432393,,,,,17.68
1991-09-18,10.589406811427516,,,,17.17761551265327,19.277156408157516,0.6941754044467536,,,,,17.56
1991-09-19,10.885007991926313,,,,17.93651902696501,17.95814360595695,0.6855327216101821,,,,,17.56
1991-09-20,10.966190409046314,,,,20.664245707443772,18.011160033728753,0.6607317889353282,,,,,17.08
1991-09-23,9.622321672224533,,,,19.822452047489232,20.13250060371859,0.7126507417849892,,,,,16.38
1991-09-24,10.877851755744743,,,,16.52923000146899,22.046590478747213,0.8291511093350739,,,,,16.04
1991-09-25,10.119923330045472,,,,19.886413197264915,19.503500322186838,0.7797920677425147,,,,,15.68
1991-09-26,10.130400483941914,,,,18.112447086409894,17.259840968500168,0.7463831805650127,,,,,15.35
1991-09-27,9.705140814403578,,,,15.59777798477818,16.39423213489004,0.6127521552705888,,,,,16.31
1991-09-30,11.093313419310066,,,,14.428033702959727,22.215335507969435,0.6821081770031447,,,,,15.85
1991-10-01,11.208256714334116,,,,15.30341515624817,20.540574708092002,0.7004243820454767,,,,,14.81
1991-10-02,10.193969350656463,,,,14.964400361475334,21.398594209182907,0.7654479926620001,,,,,15.81
1991-10-03,8.292973249887696,,,,15.942763843049443,22.642323595629456,0.6953671167016052,,,,,17.04
1991-10-04,7.849730952009465,,,,15.84341218160678,22.704278473884052,0.7003961839622183,,,,,15.63
1991-10-07,7.508000086966621,,,,14.329282460883789,21.990095778407714,0.6603380355116437,,,,,18.58
1991-10-08,9.030208017980694,,,,17.228534619751866,19.739754111441,0.6100445015517871,,,,,17.81
1991-10-09,7.148185197799963,,,,17.195117835743886,22.091896999729475,0.6387021726238786,,,,,18.54
1991-10-10,9.825219150792483,,,,15.340743498152728,20.56318536103384,0.683338802414747,,,,,17.8
1991-10-11,9.799923836160769,,,,16.365934629117298,21.696013149527133,0.6061433359808107,,,,,17.6
1991-10-14,12.211148105695049,,,,14.922321908686829,20.13001407182751,0.6727244470112888,,,,,16.71
