Date,RAY,QQQ,T10Y3M,CL1,HG1,GC1,XAG,VNQ,EURtoUSD,VXUS,EEM,VIX
1990-03-09,,,,,,,,,,,,20.3
1990-03-12,,,,,,,,,,,,20.07
1990-03-13,,,,,,,,,,,,21.05
1990-03-14,,,,,,,,,,,,19.65
1990-03-15,,,,,,,,,,,,18.81
1990-03-16,,,,,,,,,,,,17.62
1990-03-19,,,,,,,,,,,,18.29
1990-03-20,,,,,,,,,,,,19.06
1990-03-21,,,,,,,,,,,,20.1
1990-03-22,,,,,,,,,,,,22.74
1990-03-23,,,,,,,,,,,,20.46
1990-03-26,,,,,,,,,,,,19.59
1990-03-27,,,,,,,,,,,,21.01
1990-03-28,,,,,,,,,,,,19.77
1990-03-29,,,,,,,,,,,,18.46
1990-03-30,,,,,,,,,,,,19.73
1990-04-02,,,,,,,,,,,,22.84
1990-04-03,,,,,,,,,,,,20.44
1990-04-04,,,,,,,,,,,,22.03
1990-04-05,,,,,,,,,,,,21.21
1990-04-06,,,,,,,,,,,,21.76
1990-04-09,,,,,,,,,,,,22.3
1990-04-10,,,,,,,,,,,,21.69
1990-04-11,,,,,,,,,,,,17.73
1990-04-12,,,,,,,,,,,,19.8
1990-04-13,,,,,,,,,,,,19.8
1990-04-16,,,,,,,,,,,,20.75
1990-04-17,,,,,,,,,,,,20.38
1990-04-18,,,,,,,,,,,,22.67
1990-04-19,,,,,,,,,,,,22.46
1990-04-20,,,,,,,,,,,,23.33
1990-04-23,,,,,,,,,,,,24.16
1990-04-24,,,,,,,,,,,,21.7
1990-04-25,,,,,,,,,,,,20.86
1990-04-26,,,,,,,,,,,,20.25
1990-04-27,,,,,,,,,,,,22.19
1990-04-30,,,,,,,,,,,,19.52
1990-05-01,,,,,,,,,,,,18.43
1990-05-02,,,,,,,,,,,,19.32
1990-05-03,,,,,,,,,,,,17.81
1990-05-04,,,,,,,,,,,,17.28
1990-05-07,,,,,,,,,,,,17.65
1990-05-08,,,,,,,,,,,,18.49
1990-05-09,,,,,,,,,,,,18.64
1990-05-10,,,,,,,,,,,,18.59
1990-05-11,,,,,,,,,,,,19.81
1990-05-14,,,,,,,,,,,,20.14
1990-05-15,,,,,,,,,,,,19.49
1990-05-16,,,,,,,,,,,,17.71
1990-05-17,,,,,,,,,,,,17.27
1990-05-18,,,,,,,,,,,,17.2
1990-05-21,,,,,,,,,,,,16.72
1990-05-22,,,,,,,,,,,,17.84
1990-05-23,,,,,,,,,,,,17.18
1990-05-24,,,,,,,,,,,,17.7
1990-05-25,,,,,,,,,,,,17.32
1990-05-28,,,,,,,,,,,,17.32
1990-05-29,,,,,,,,,,,,18.75
1990-05-30,,,,,,,,,,,,17.44
1990-05-31,,,,,,,,,,,,17.37
1990-06-01,,,,,,,,,,,,17.09
1990-06-04,,,,,,,,,,,,18.39
1990-06-05,,,,,,,,,,,,18.97
1990-06-06,,,,,,,,,,,,17.42
1990-06-07,,,,,,,,,,,,16.88
1990-06-08,,,,,,,,,,,,17.58
1990-06-11,,,,,,,,,,,,16.34
1990-06-12,,,,,,,,,,,,16.6
1990-06-13,,,,,,,,,,,,17.38
1990-06-14,,,,,,,,,,,,17.4
1990-06-15,,,,,,,,,,,,15.9
1990-06-18,,,,,,,,,,,,17.71
1990-06-19,,,,,,,,,,,,15.23
1990-06-20,,,,,,,,,,,,15.27
1990-06-21,,,,,,,,,,,,14.72
1990-06-22,,,,,,,,,,,,19.36
1990-06-25,,,,,,,,,,,,17.06
1990-06-26,,,,,,,,,,,,16.29
1990-06-27,,,,,,,,,,,,16.0
1990-06-28,,,,,,,,,,,,16.18
1990-06-29,,,,,,,,,,,,15.5
1990-07-02,,,,,,,,,,,,16.26
1990-07-03,,,,,,,,,,,,16.11
1990-07-04,,,,,,,,,,,,16.11
1990-07-05,,,,,,,,,,,,17.25
1990-07-06,,,,,,,,,,,,16.41
1990-07-09,,,,,,,,,,,,16.66
1990-07-10,,,,,,,,,,,,16.92
1990-07-11,,,,,,,,,,,,16.68
1990-07-12,,,,,,,,,,,,17.06
1990-07-13,,,,,,,,,,,,17.09
1990-07-16,,,,,,,,,,,,16.75
1990-07-17,,,,,,,,,,,,16.66
1990-07-18,,,,,,,,,,,,18.9
1990-07-19,,,,,,,,,,,,18.56
1990-07-20,,,,,,,,,,,,15.63
1990-07-23,,,,,,,,,,,,23.68
1990-07-24,,,,,,,,,,,,21.79
1990-07-25,,,,,,,,,,,,20.19
1990-07-26,,,,,,,,,,,,20.26
1990-07-27,,,,,,,,,,,,21.12
1990-07-30,,,,,,,,,,,,21.16
1990-07-31,,,,,,,,,,,,21.11
1990-08-01,,,,,,,,,,,,21.64
1990-08-02,,,,,,,,,,,,20.43
1990-08-03,,,,,,,,,,,,28.74
1990-08-06,,,,,,,,,,,,35.91
1990-08-07,,,,,,,,,,,,32.75
1990-08-08,,,,,,,,,,,,28.27
1990-08-09,,,,,,,,,,,,24.39
1990-08-10,,,,,,,,,,,,25.75
1990-08-13,,,,,,,,,,,,25.74
1990-08-14,,,,,,,,,,,,24.18
1990-08-15,,,,,,,,,,,,23.31
1990-08-16,,,,,,,,,,,,27.16
1990-08-17,,,,,,,,,,,,27.53
1990-08-20,,,,,,,,,,,,26.46
1990-08-21,,,,,,,,,,,,28.9
1990-08-22,,,,,,,,,,,,30.55
1990-08-23,,,,,,,,,,,,36.47
1990-08-24,,,,,,,,,,,,33.93
1990-08-27,,,,,,,,,,,,29.63
1990-08-28,,,,,,,,,,,,29.12
1990-08-29,,,,,,,,,,,,27.38
1990-08-30,,,,,,,,,,,,29.89
1990-08-31,,,,,,,,,,,,29.9
1990-09-03,,,,,,,,,,,,29.9
1990-09-04,,,,,,,,,,,,29.58
1990-09-05,,,,,,,,,,,,28.52
1990-09-06,,,,,,,,,,,,30.19
1990-09-07,,,,,,,,,,,,28.73
1990-09-10,,,,,,,,,,,,29.34
1990-09-11,,,,,,,,,,,,28.38
1990-09-12,,,,,,,,,,,,28.12
1990-09-13,,,,,,,,,,,,29.33
1990-09-14,,,,,,,,,,,,30.56
1990-09-17,,,,,,,,,,,,29.55
1990-09-18,,,,,,,,,,,,28.82
1990-09-19,,,,,,,,,,,,27.88
1990-09-20,,,,,,,,,,,,28.66
1990-09-21,,,,,,,,,,,,30.04
1990-09-24,-0.2875050960947222,,,,,,,,,,,30.56
1990-09-25,3.8035542296711,,,,,,,,,,,28.81
1990-09-26,1.7520332059706971,,,,,,,,,,,28.19
1990-09-27,0.39114735206177537,,,,,,,,,,,28.67
1990-09-28,4.635140336412731,,,,,,,,,,,29.11
1990-10-01,8.600732109541452,,,,,,,,,,,28.06
1990-10-02,6.43985572811304,,,,,,,,,,,27.28
1990-10-03,3.704682352778377,,,,,,,,,,,27.9
1990-10-04,4.950485637191896,,,,,,,,,,,27.51
1990-10-05,4.15335208942706,,,,,,,,,,,27.85
1990-10-08,5.538869604812888,,,,,,,,,,,28.04
1990-10-09,0.7286831292599331,,,,,,,,,,,30.71
1990-10-10,0.3630847715079091,,,,,,,,,,,31.19
1990-10-11,-0.4847835397909561,,,,,,,,,,,33.98
1990-10-12,3.755410405081891,,,,,,,,,,,31.94
1990-10-15,4.924628240953624,,,,,,,,,,,31.64
1990-10-16,1.8899250912247474,,,,,,,,,,,31.45
1990-10-17,3.0285753323587503,,,,,,,,,,,31.37
1990-10-18,6.9851364869198695,,,,,,,,,,,29.6
1990-10-19,8.373664135164791,,,,,,,,,,,27.86
1990-10-22,7.774679574615329,,,,,,,,,,,27.27
1990-10-23,5.628857217846758,,,,,,,,,,,27.57
1990-10-24,5.7534364346365185,,,,,,,,,,,28.28
1990-10-25,4.497304125911473,,,,,,,,,,,29.04
1990-10-26,2.1445299954157697,,,,,,,,,,,30.75
1990-10-29,2.1473215578279845,,,,,,,,,,,31.54
1990-10-30,4.262623684384665,,,,,,,,,,,30.52
1990-10-31,4.245237410311519,,,,,,,,,,,30.04
1990-11-01,5.747641566055254,,,,,,,,,,,30.25
1990-11-02,7.721231153467815,,,,,,,,,,,30.03
1990-11-05,7.716580855744475,,,,,,,,,,,29.85
1990-11-06,5.356469829019278,,,,,,,,,,,29.11
1990-11-07,2.90563011385694,,,,,,,,,,,30.87
1990-11-08,5.048348460893389,,,,,,,,,,,30.79
1990-11-09,8.061454353210184,,,,,,,,,,,26.96
1990-11-12,9.832474017621541,,,,,15.05988264911868,,,,,,25.6
1990-11-13,7.115728417704151,,,,,20.235524341830256,,,,,,24.58
1990-11-14,8.334689712130807,,,,,10.288819378708245,,,,,,22.89
1990-11-15,5.8032600700327,,,,,15.539177006796912,,,,,,22.57
1990-11-16,6.158320519757931,,,,,15.510155509276586,,,,,,21.34
1990-11-19,7.284830381983813,,,,,18.342902356954543,,,,,,20.95
1990-11-20,4.816121567207529,,,,,13.526684273104127,,,,,,20.09
1990-11-21,5.811545298217128,,,,,16.462230741121576,,,,,,21.09
1990-11-22,5.856242293617323,,,,,16.24465171111296,,,,,,21.09
1990-11-23,5.440363600152974,,,,,20.992541372193884,,,,,,20.98
1990-11-26,6.211502241404499,,,,,20.99070989406596,,,,,,22.76
1990-11-27,7.0861678237188785,,,,,18.495648497985705,,,,,,22.86
1990-11-28,6.552379271571379,,,,,18.296234359025053,,,,,,22.96
1990-11-29,5.660927412480814,,,,,21.364710020458052,,,,,,23.91
1990-11-30,8.760259415206033,,,,,14.108057797529963,,,,,,22.16
1990-12-03,8.521753986654906,,,,,9.604248410980311,,,,,,22.29
1990-12-04,8.874173848935632,,,,,15.544732817344329,,,,,,22.03
1990-12-05,10.000091334726994,,,,,10.746434849457895,,,,,,20.94
1990-12-06,8.129790686006887,,,,,10.725821545313739,,,,,,22.62
1990-12-07,7.1662415988874,,,,,11.28437427651124,,,,,,22.59
1990-12-10,7.767277718793865,,,,,16.594098433873487,,,,,,23.58
1990-12-11,6.354523895864289,,,,,13.140833549379172,,,,,,23.75
1990-12-12,8.503265992674551,,,,,14.808764682526686,,,,,,21.28
1990-12-13,7.463477243987003,,,,,16.390089866165912,,,,,,23.05
1990-12-14,5.9125534726208375,,,,,18.142435245596307,,,,,,23.85
1990-12-17,5.9570385428393084,,,,,17.705017187259813,,,,,,24.85
1990-12-18,8.542472394470117,,,,,16.021879493156437,,,,,,23.11
1990-12-19,7.623386295719719,,,,,25.775921481297697,,,,,,23.08
1990-12-20,7.503987405192423,,,,,20.42901251315301,,,,,,23.13
1990-12-21,7.923556755945143,,,,,16.92825008515962,,,,,,22.66
1990-12-24,6.644491901825601,,,,,17.726613808756447,,,,,,24.03
1990-12-25,6.921758753714814,,,,,17.742235331638234,,,,,,24.03
1990-12-26,7.435260670738549,,,,,20.78681090660485,,,,,,24.18
1990-12-27,6.045373108270877,,,,,18.93839140820048,,,,,,24.81
1990-12-28,6.511476700394995,,,,,29.540981520932178,,,,,,25.05
1990-12-31,7.360657892496452,,,,,24.103505174513614,,,,,,26.38
1991-01-01,6.995743695463349,,,,,22.598410738647573,,,,,,26.38
1991-01-02,5.087092714491917,,,,,16.699975608323623,,,,,,26.62
1991-01-03,3.7129573802961815,,,,,16.42734992785389,,,,,,27.93
1991-01-04,4.699652534858033,,,,,16.043219856984237,,,,,,27.19
1991-01-07,2.199216081247256,,,,,26.166629626670495,,,,,,28.95
1991-01-08,3.6161929242870396,,,,,18.268925531817835,,,,,,30.38
1991-01-09,2.7462941534579643,,,,,19.8642151826437,,,,,,33.3
1991-01-10,5.564696856110262,,,,,18.62118750571809,,,,,,31.33
1991-01-11,5.3184525393142215,,,,,20.09391384607999,,,,,,32.63
1991-01-14,3.562081862021805,,,,,27.80957060421244,,,,,,36.2
1991-01-15,5.113770418615429,,,,,22.233468513586455,,,,,,36.16
1991-01-16,6.748228816387036,,,,,26.044985736601582,,,,,,33.2
1991-01-17,12.052507572601389,,,,,-6.566327402524507,,,,,,27.45
1991-01-18,10.46862569311103,,,,,7.722014294249274,,,,,,25.39
1991-01-21,8.648799725726198,,,,,15.024023152703423,,,,,,24.33
1991-01-22,6.88483056945674,,,,,14.958701306008733,,,,,,24.9
1991-01-23,8.277691756875248,,,,,13.7894083614299,,,,,,23.92
1991-01-24,10.292114226326634,,,,,9.196198710034565,,,,,,22.86
1991-01-25,9.445800134459642,,,,,14.746463949101155,,,,,,22.2
1991-01-28,8.79677312339605,,,,,15.421025217568783,,,,,,23.05
1991-01-29,8.478881833900852,,,,,14.447620375274946,,,,,,23.17
1991-01-30,10.964644257157376,,,,,7.260476164807446,,,,,,21.37
1991-01-31,11.120841526237774,,,,,8.104455519491337,,,,,,20.91
1991-02-01,9.537935513320246,,,,,10.942185237199926,,,,,,21.04
1991-02-04,12.059282357291785,,,,,14.275670344470791,,,,,,21.86
1991-02-05,12.157296291079758,,,,,11.43498256399677,,,,,,21.46
1991-02-06,14.059007915311122,,,,,9.082093157438067,,,,,,22.68
1991-02-07,10.774143210364963,,,,,16.089204004154094,,,,,,23.6
1991-02-08,11.748833537996934,,,,,16.763608097259947,,,,,,23.38
1991-02-11,15.4744741886659,,,,,12.494716394063577,,,,,,22.56
1991-02-12,11.272173190599196,,,,,14.56260237933573,,,,,,22.26
1991-02-13,12.890899067742245,,,,,13.619737065844745,,,,,,20.86
1991-02-14,9.171970024246313,,,,,15.062171409981111,,,,,,21.48
1991-02-15,12.296995787663167,,,,,10.954666534515619,,,,,,19.57
1991-02-18,11.00012466623769,,,,,12.776644675271418,,,,,,19.57
1991-02-19,10.910066082573918,,,,,13.388137769566715,,,,,,19.84
1991-02-20,8.308274382109609,,,,,13.827688961018909,,,,,,22.26
1991-02-21,9.123541600852745,,,,,11.919634501397221,,,,,,20.78
1991-02-22,9.669023740834087,,,,,7.302832434636618,,,,,,21.01
1991-02-25,10.220900813542102,,,,,12.89829624854411,,,,,,22.86
1991-02-26,7.49438880417429,,,,,12.133125813641346,,,,,,20.38
1991-02-27,10.875952260175524,,,,,16.887103016169753,,,,,,21.26
1991-02-28,9.719382059836072,,,,,20.78774793079626,,,,,,21.23
1991-03-01,11.273422192458696,,,,,17.319058731631277,,,,,,21.23
1991-03-04,10.068836158322625,,,,,17.595238871016576,,,,,,20.86
1991-03-05,13.715659159371572,,,,,13.623412827191471,,,,,,20.45
1991-03-06,11.229784782973454,,,,,16.048004108953467,,,,,,20.55
1991-03-07,10.780873146746849,,,,,16.68827532067776,,,,,,21.05
1991-03-08,9.958387019861595,,,,,18.841373940412254,,,,,,20.81
1991-03-11,8.759512992065318,,,,,12.389653436010075,,,,,,20.88
1991-03-12,7.5229465965826385,,,,,14.27251977484554,,,,,,18.82
1991-03-13,10.80686592661724,,,,,16.725080979042527,,,,,,16.09
1991-03-14,9.515808598366494,,,,,14.154853703960121,,,,,,14.94
1991-03-15,9.043654526175354,,,,,14.378212822675978,,,,,,14.9
1991-03-18,8.580803341568586,,,,,12.689934809809277,,,,,,15.79
1991-03-19,6.10678734268004,,,,,14.64986881156099,,,,,,16.11
1991-03-20,8.308220936910601,,,,,13.719397448718025,,,,,,16.04
1991-03-21,7.769431400232147,,,,,14.149843274186605,,,,,,16.86
1991-03-22,8.35307483056111,,,,,14.393292006413503,,,,,,16.49
1991-03-25,9.71180401080349,,,,,10.431139397268364,,,,,,16.76
1991-03-26,12.488643438613053,,,,,10.69885314865556,,,,,,16.31
1991-03-27,10.412721324871981,,,,,10.853161428207278,,,,,,16.55
1991-03-28,9.798256605672416,,,,,12.826054389833601,,,,,,16.88
1991-03-29,9.601459175761189,,,,,12.936666361001476,,,,,,16.88
1991-04-01,7.587047487907697,,,,,16.453978568821498,,,,,,17.42
1991-04-02,12.606885416003305,,,,,13.150667851759193,,,,,,17.4
1991-04-03,10.614667728273455,,,,,15.599816260926772,,,,,,17.61
1991-04-04,10.65098964503279,,,,,14.089671260697742,,,,,,18.01
1991-04-05,8.034009447848678,,,,,14.645021839820384,,,,,,17.63
1991-04-08,10.205149851023743,,,,,16.563452450317897,,,,,,17.41
1991-04-09,7.202234765750557,,,,,18.71096246685388,,,,,,20.12
1991-04-10,7.991636106671327,,,,,16.49474558285192,,,,,,19.73
1991-04-11,10.776558591124074,,,,,14.747229329980874,,,,,,17.24
1991-04-12,10.895479066532504,,,,,13.680940974149571,,,,,,18.45
1991-04-15,10.320972400665749,,,,,14.81492631286274,,,,,,16.5
1991-04-16,13.08236486464713,,,,,14.682835208945416,,,,,,15.82
1991-04-17,12.964478775097628,,,,,15.243488878435178,,,,,,15.47
1991-04-18,10.45999237409819,,,,,11.220155691951126,,,,,,16.26
1991-04-19,8.18462858421599,,,,,11.887392379436672,,,,,,15.68
1991-04-22,7.110234113705239,,,,,14.15890869106993,,,,,,16.78
1991-04-23,8.682150698832844,,,,,13.191128940920825,,,,,,17.02
1991-04-24,9.309993191564102,,,,,12.669564660654046,,,,,,16.72
1991-04-25,7.378496429018887,,,,,11.243401725372458,,,,,,17.15
1991-04-26,7.965779845525107,,,,,12.407668330880902,,,,,,17.27
1991-04-29,5.466820519475638,,,,,13.082172755245285,,,,,,18.27
1991-04-30,7.475918523265449,,,,,16.854239202602972,,,,,,18.24
1991-05-01,10.310210146457534,,,,,15.289472159389431,,,,,,17.77
1991-05-02,9.385959776179407,,,,,13.972636438355975,,,,,,17.52
1991-05-03,9.189978664163148,,,,,13.134774839912273,,,,,,17.24
1991-05-06,8.472472659077791,,,,,15.185409656598157,,,,,,17.92
1991-05-07,7.3926964977780765,,,,,15.90630988624361,,,,,,17.46
1991-05-08,8.493170678192426,,,,,15.666271247932865,,,,,,17.78
1991-05-09,10.775170004814084,,,,,16.11501460516336,,,,,,17.17
1991-05-10,5.915183187451674,,,,,14.612183823011625,,,,,,17.54
1991-05-13,7.843346778512293,,,,,16.433266935112034,,,,,,17.66
1991-05-14,5.3170937712569115,,,,,17.155507825759756,,,,,,18.0
1991-05-15,4.671390126768434,,,,,16.009930737251903,,,,,,18.38
1991-05-16,8.072298840820995,,,,,12.092508261528923,,,,,,17.24
1991-05-17,7.528846789319203,,,,,12.71305281386952,,,,,,16.64
1991-05-20,7.441597838627371,,,,,15.74414588202142,,,,,,17.1
1991-05-21,9.099349685537254,,,,,14.86298966065915,,,,,,16.07
1991-05-22,8.853744548139026,,,,,13.781250403884563,,,,,,16.16
1991-05-23,8.08054204471365,,,,,13.024301408309437,,,,,,16.11
1991-05-24,9.410869977854658,,,,,15.105204302117116,,,,,,15.23
1991-05-27,8.706783270711323,,,,,14.732761462085154,,,,,,15.23
1991-05-28,10.713989909978137,,,,,21.615438555997127,,,,,,15.67
1991-05-29,10.077566633747201,,,,,15.82178832417463,,,,,,15.9
1991-05-30,11.596292215252117,,,,,18.085761682923916,,,,,,16.02
1991-05-31,11.672385832934221,,,,,15.37543537507101,,,,,,15.93
1991-06-03,9.768384620500735,,,,,17.462867992604643,,,,,,16.87
1991-06-04,9.629371223625952,,,,,16.217028265969326,,,,,,16.17
1991-06-05,8.254248132826948,,,,,16.33691096854525,,,,,,16.4
1991-06-06,7.989633384129002,,,,,18.724577443336745,,,,,,16.93
1991-06-07,6.4042617512235775,,,,,18.656340916256617,,,,,,16.98
1991-06-10,6.972923662810797,,,,,25.117089911285785,,,,,,17.47
1991-06-11,8.542419131207817,,,,,18.417948615989385,,,,,,17.32
1991-06-12,5.8939930091796935,,,,,17.931471994659482,,,,,,17.72
1991-06-13,7.567877739300619,,,,,18.006268126123505,,,,,,16.99
1991-06-14,9.950655684832325,,,,,14.768979693914124,,,,,,15.98
1991-06-17,7.876776651143652,,,,,17.222113448743876,,,,,,15.5
1991-06-18,7.288764501839763,,,,,17.063986865456073,,,,,,16.14
1991-06-19,5.749026348532062,,,,,17.274910636175793,,,,,,17.44
1991-06-20,6.936158023327435,,,,,16.486643461283315,,,,,,16.75
1991-06-21,8.201688055927093,,,,,14.600360822375249,,,,,,16.51
1991-06-24,4.124061692358813,,,,,12.730986889484923,,,,,,18.28
1991-06-25,5.616128115872906,,,,,15.980919805856818,,,,,,17.85
1991-06-26,6.577667675115504,,,,,16.99300013988538,,,,,,17.98
1991-06-27,8.225881740949738,,,,,18.418879181778724,,,,,,17.87
1991-06-28,6.074960293550458,,,,,19.4519291794909,,,,,,19.55
1991-07-01,10.199430798573768,,,,,18.056835795923295,,,,,,18.64
1991-07-02,8.342960743049053,,,,,17.198935444663874,,,,,,17.63
1991-07-03,5.987987425766266,,,,,19.429470346997757,,,,,,19.47
1991-07-04,6.9758469235396925,,,,,18.296569674782603,,,,,,19.47
1991-07-05,7.542211959944855,,,,,17.952520912681788,,,,,,18.35
1991-07-08,9.208219906184164,,,,,18.25572256484064,,,,,,20.29
1991-07-09,7.940003266547334,,,,,16.37985108488646,,,,,,19.76
1991-07-10,7.902984574816476,,,,,17.53380835641749,,,,,,19.19
1991-07-11,8.51349537513204,,,,,15.018899242407949,,,,,,17.39
1991-07-12,9.74252197757003,,,,,16.755001001199552,,,,,,18.29
1991-07-15,10.0462587274539,,,,,17.156425170155515,,,,,,17.78
1991-07-16,8.734518281481288,,,,,16.632851178397704,,,,,,17.49
1991-07-17,8.525046419816181,,,,,17.42572927998304,,,,,,17.52
1991-07-18,10.485260702644691,,,,,17.499887387325746,,,,,,15.77
1991-07-19,8.8576578926705,,,,,17.51933902322089,,,,,,15.5
1991-07-22,8.057375557084967,,,,,14.176454559322156,,,,,,16.9
1991-07-23,6.435131523501544,,,,,15.96747201501815,,,,,,16.58
1991-07-24,6.845843857914248,,,,,12.302011353470748,,,,,,16.41
1991-07-25,8.564812194510875,,,,,14.227959053657047,,,,,,15.74
1991-07-26,8.223555219214981,,,,,16.366032890208047,,,,,,15.45
1991-07-29,9.17602004602745,,,,,12.980869180713533,,,,,,15.67
1991-07-30,10.39448752199117,,,,,13.254469021301153,,,,,,15.47
1991-07-31,10.135305454907344,,,,,15.470282349269892,,,,,,15.18
1991-08-01,9.092606687260748,,,,,14.798984997682872,,,,,,15.47
1991-08-02,9.137662889347403,,,,,7.444589517420455,,,,,,15.26
1991-08-05,7.735152026781716,,,,,11.812791192377627,,,,,,15.92
1991-08-06,10.874943628371351,,,,,13.06307716315891,,,,,,15.54
1991-08-07,9.684188885116088,,,,,13.201188599535188,,,,,,15.56
1991-08-08,8.850282507812258,,,,,14.11145497674054,,,,,,15.98
1991-08-09,7.887376885255133,,,,,15.244322634314791,,,,,,15.45
1991-08-12,8.778284849890502,,,,,13.86763223382254,,,,,,15.26
1991-08-13,9.553005529540656,,,,13.884190299677119,13.054218492924795,,,,,,14.73
1991-08-14,9.41249165222831,,,,13.31964113970203,15.260948813906154,,,,,,15.09
1991-08-15,8.761220039116779,,,,13.536348015636005,13.982710228736707,,,,,,15.19
1991-08-16,6.8925000326762795,,,,12.38724772320975,15.331766309303648,,,,,,16.01
1991-08-19,2.778443075232264,,,,12.25656719224129,15.571039885539513,,,,,,21.19
1991-08-20,7.084336499658224,,,,12.490998056965998,12.541846598510762,,,,,,18.86
1991-08-21,12.870900878396167,,,,14.192384340496547,14.76761213567227,,,,,,15.62
1991-08-22,10.437178944903964,,,,14.003637079200718,12.0053850714465,,,,,,14.59
1991-08-23,10.973914839700905,,,,14.174801801036052,12.399397462882353,,,,,,14.41
1991-08-26,9.672929491701687,,,,14.09043682844578,15.00923430010789,,,,,,14.81
1991-08-27,9.198535940009382,,,,15.77128282020588,13.670719345076204,,,,,,15.46
1991-08-28,11.026128736328987,,,,15.99558557066209,13.534888435093233,,,,,,15.31
1991-08-29,9.848732162586213,,,,15.637180939451579,12.410669244758463,,,,,,14.82
1991-08-30,9.139821911438618,,,,16.03189898793114,10.489580027013004,,,,,,14.46
1991-09-02,9.179960715657543,,,,15.73715048220245,12.130790592102688,,,,,,14.46
1991-09-03,7.394152046504862,,,,15.736549937818848,12.76133479075921,,,,,,16.57
1991-09-04,6.993972836045335,,,,14.641531821834906,13.122530141510694,,,,,,17.18
1991-09-05,7.261126562463457,,,,15.21446471554784,11.678947786841729,,,,,,17.31
1991-09-06,7.703073117093591,,,,17.82759702424165,14.59434654935997,,,,,,16.76
1991-09-09,7.577601046881907,,,,16.379447503417392,15.858267659473292,,,,,,17.73
1991-09-10,5.548602916208165,,,,16.956346927579823,13.703626645624373,,,,,,18.22
1991-09-11,7.283619751945636,,,,16.89199319434422,9.471371923935067,,,,,,17.96
1991-09-12,8.689331629771345,,,,16.608515130545623,10.555314583820017,,,,,,16.21
1991-09-13,6.162266785905321,,,,16.232378949208375,11.8549482119771,,,,,,17.88
1991-09-16,8.098578676613327,,,,15.203807126893064,12.291262276625792,,,,,,17.82
1991-09-17,7.695126795453547,,,,14.229394542484648,14.678738557828359,,,,,,17.68
1991-09-18,8.542262751806884,,,,16.16451809481289,15.780167351420516,,,,,,17.56
1991-09-19,8.805287624584427,,,,16.912564305380922,14.369593425264949,,,,,,17.56
1991-09-20,8.860107510121196,,,,19.62927605851458,14.425854617641905,,,,,,17.08
1991-09-23,7.498651074006237,,,,18.754949592462985,16.537607451146815,,,,,,16.38
1991-09-24,8.796740115922512,,,,15.453403013470366,18.358816649473642,,,,,,16.04
1991-09-25,8.006092750595988,,,,18.83647815303318,15.691826645389272,,,,,,15.68
1991-09-26,8.033099624797972,,,,17.039522690368504,13.481259559699396,,,,,,15.35
1991-09-27,7.613121538483566,,,,14.53208630410597,12.707438070187141,,,,,,16.31
1991-09-30,9.021185923806803,,,,13.389177354015644,18.604007367130258,0.7267340826075336,,,,,15.85
1991-10-01,9.090183969377152,,,,14.289169065003648,16.736553849253887,0.7451872853397451,,,,,14.81
1991-10-02,8.050917215793847,,,,13.955809243033492,17.57579598909141,0.8104156412220699,,,,,15.81
