Date,RAY,QQQ,T10Y3M,CL1,HG1,GC1,XAG,VNQ,EURtoUSD,VXUS,EEM,VIX
1990-03-09,,,,,,,,,,,,20.3
1990-03-12,,,,,,,,,,,,20.07
1990-03-13,,,,,,,,,,,,21.05
1990-03-14,,,,,,,,,,,,19.65
1990-03-15,,,,,,,,,,,,18.81
1990-03-16,,,,,,,,,,,,17.62
1990-03-19,,,,,,,,,,,,18.29
1990-03-20,,,,,,,,,,,,19.06
1990-03-21,,,,,,,,,,,,20.1
1990-03-22,,,,,,,,,,,,22.74
1990-03-23,,,,,,,,,,,,20.46
1990-03-26,,,,,,,,,,,,19.59
1990-03-27,,,,,,,,,,,,21.01
1990-03-28,,,,,,,,,,,,19.77
1990-03-29,,,,,,,,,,,,18.46
1990-03-30,,,,,,,,,,,,19.73
1990-04-02,,,,,,,,,,,,22.84
1990-04-03,,,,,,,,,,,,20.44
1990-04-04,,,,,,,,,,,,22.03
1990-04-05,,,,,,,,,,,,21.21
1990-04-06,,,,,,,,,,,,21.76
1990-04-09,,,,,,,,,,,,22.3
1990-04-10,,,,,,,,,,,,21.69
1990-04-11,,,,,,,,,,,,17.73
1990-04-12,,,,,,,,,,,,19.8
1990-04-13,,,,,,,,,,,,19.8
1990-04-16,,,,,,,,,,,,20.75
1990-04-17,,,,,,,,,,,,20.38
1990-04-18,,,,,,,,,,,,22.67
1990-04-19,,,,,,,,,,,,22.46
1990-04-20,,,,,,,,,,,,23.33
1990-04-23,,,,,,,,,,,,24.16
1990-04-24,,,,,,,,,,,,21.7
1990-04-25,,,,,,,,,,,,20.86
1990-04-26,,,,,,,,,,,,20.25
1990-04-27,,,,,,,,,,,,22.19
1990-04-30,,,,,,,,,,,,19.52
1990-05-01,,,,,,,,,,,,18.43
1990-05-02,,,,,,,,,,,,19.32
1990-05-03,,,,,,,,,,,,17.81
1990-05-04,,,,,,,,,,,,17.28
1990-05-07,,,,,,,,,,,,17.65
1990-05-08,,,,,,,,,,,,18.49
1990-05-09,,,,,,,,,,,,18.64
1990-05-10,,,,,,,,,,,,18.59
1990-05-11,,,,,,,,,,,,19.81
1990-05-14,,,,,,,,,,,,20.14
1990-05-15,,,,,,,,,,,,19.49
1990-05-16,,,,,,,,,,,,17.71
1990-05-17,,,,,,,,,,,,17.27
1990-05-18,,,,,,,,,,,,17.2
1990-05-21,,,,,,,,,,,,16.72
1990-05-22,,,,,,,,,,,,17.84
1990-05-23,,,,,,,,,,,,17.18
1990-05-24,,,,,,,,,,,,17.7
1990-05-25,,,,,,,,,,,,17.32
1990-05-28,,,,,,,,,,,,17.32
1990-05-29,,,,,,,,,,,,18.75
1990-05-30,,,,,,,,,,,,17.44
1990-05-31,,,,,,,,,,,,17.37
1990-06-01,,,,,,,,,,,,17.09
1990-06-04,,,,,,,,,,,,18.39
1990-06-05,,,,,,,,,,,,18.97
1990-06-06,,,,,,,,,,,,17.42
1990-06-07,,,,,,,,,,,,16.88
1990-06-08,,,,,,,,,,,,17.58
1990-06-11,,,,,,,,,,,,16.34
1990-06-12,,,,,,,,,,,,16.6
1990-06-13,,,,,,,,,,,,17.38
1990-06-14,,,,,,,,,,,,17.4
1990-06-15,,,,,,,,,,,,15.9
1990-06-18,,,,,,,,,,,,17.71
1990-06-19,,,,,,,,,,,,15.23
1990-06-20,,,,,,,,,,,,15.27
1990-06-21,,,,,,,,,,,,14.72
1990-06-22,,,,,,,,,,,,19.36
1990-06-25,,,,,,,,,,,,17.06
1990-06-26,,,,,,,,,,,,16.29
1990-06-27,,,,,,,,,,,,16.0
1990-06-28,,,,,,,,,,,,16.18
1990-06-29,,,,,,,,,,,,15.5
1990-07-02,,,,,,,,,,,,16.26
1990-07-03,,,,,,,,,,,,16.11
1990-07-04,,,,,,,,,,,,16.11
1990-07-05,,,,,,,,,,,,17.25
1990-07-06,,,,,,,,,,,,16.41
1990-07-09,,,,,,,,,,,,16.66
1990-07-10,,,,,,,,,,,,16.92
1990-07-11,,,,,,,,,,,,16.68
1990-07-12,,,,,,,,,,,,17.06
1990-07-13,,,,,,,,,,,,17.09
1990-07-16,,,,,,,,,,,,16.75
1990-07-17,,,,,,,,,,,,16.66
1990-07-18,,,,,,,,,,,,18.9
1990-07-19,,,,,,,,,,,,18.56
1990-07-20,,,,,,,,,,,,15.63
1990-07-23,,,,,,,,,,,,23.68
1990-07-24,,,,,,,,,,,,21.79
1990-07-25,,,,,,,,,,,,20.19
1990-07-26,,,,,,,,,,,,20.26
1990-07-27,,,,,,,,,,,,21.12
1990-07-30,,,,,,,,,,,,21.16
1990-07-31,,,,,,,,,,,,21.11
1990-08-01,,,,,,,,,,,,21.64
1990-08-02,,,,,,,,,,,,20.43
1990-08-03,,,,,,,,,,,,28.74
1990-08-06,,,,,,,,,,,,35.91
1990-08-07,,,,,,,,,,,,32.75
1990-08-08,,,,,,,,,,,,28.27
1990-08-09,,,,,,,,,,,,24.39
1990-08-10,,,,,,,,,,,,25.75
1990-08-13,,,,,,,,,,,,25.74
1990-08-14,,,,,,,,,,,,24.18
1990-08-15,,,,,,,,,,,,23.31
1990-08-16,,,,,,,,,,,,27.16
1990-08-17,,,,,,,,,,,,27.53
1990-08-20,,,,,,,,,,,,26.46
1990-08-21,,,,,,,,,,,,28.9
1990-08-22,,,,,,,,,,,,30.55
1990-08-23,,,,,,,,,,,,36.47
1990-08-24,,,,,,,,,,,,33.93
1990-08-27,,,,,,,,,,,,29.63
1990-08-28,,,,,,,,,,,,29.12
1990-08-29,,,,,,,,,,,,27.38
1990-08-30,,,,,,,,,,,,29.89
1990-08-31,,,,,,,,,,,,29.9
1990-09-03,,,,,,,,,,,,29.9
1990-09-04,,,,,,,,,,,,29.58
1990-09-05,,,,,,,,,,,,28.52
1990-09-06,,,,,,,,,,,,30.19
1990-09-07,,,,,,,,,,,,28.73
1990-09-10,,,,,,,,,,,,29.34
1990-09-11,,,,,,,,,,,,28.38
1990-09-12,,,,,,,,,,,,28.12
1990-09-13,,,,,,,,,,,,29.33
1990-09-14,,,,,,,,,,,,30.56
1990-09-17,,,,,,,,,,,,29.55
1990-09-18,,,,,,,,,,,,28.82
1990-09-19,,,,,,,,,,,,27.88
1990-09-20,,,,,,,,,,,,28.66
1990-09-21,,,,,,,,,,,,30.04
1990-09-24,,,,,,,,,,,,30.56
1990-09-25,,,,,,,,,,,,28.81
1990-09-26,,,,,,,,,,,,28.19
1990-09-27,,,,,,,,,,,,28.67
1990-09-28,,,,,,,,,,,,29.11
1990-10-01,,,,,,,,,,,,28.06
1990-10-02,,,,,,,,,,,,27.28
1990-10-03,,,,,,,,,,,,27.9
1990-10-04,,,,,,,,,,,,27.51
1990-10-05,,,,,,,,,,,,27.85
1990-10-08,,,,,,,,,,,,28.04
1990-10-09,,,,,,,,,,,,30.71
1990-10-10,,,,,,,,,,,,31.19
1990-10-11,,,,,,,,,,,,33.98
1990-10-12,,,,,,,,,,,,31.94
1990-10-15,,,,,,,,,,,,31.64
1990-10-16,,,,,,,,,,,,31.45
1990-10-17,,,,,,,,,,,,31.37
1990-10-18,,,,,,,,,,,,29.6
1990-10-19,,,,,,,,,,,,27.86
1990-10-22,,,,,,,,,,,,27.27
1990-10-23,,,,,,,,,,,,27.57
1990-10-24,,,,,,,,,,,,28.28
1990-10-25,,,,,,,,,,,,29.04
1990-10-26,,,,,,,,,,,,30.75
1990-10-29,,,,,,,,,,,,31.54
1990-10-30,,,,,,,,,,,,30.52
1990-10-31,,,,,,,,,,,,30.04
1990-11-01,,,,,,,,,,,,30.25
1990-11-02,,,,,,,,,,,,30.03
1990-11-05,,,,,,,,,,,,29.85
1990-11-06,,,,,,,,,,,,29.11
1990-11-07,,,,,,,,,,,,30.87
1990-11-08,,,,,,,,,,,,30.79
1990-11-09,,,,,,,,,,,,26.96
1990-11-12,,,,,,,,,,,,25.6
1990-11-13,,,,,,,,,,,,24.58
1990-11-14,,,,,,,,,,,,22.89
1990-11-15,,,,,,,,,,,,22.57
1990-11-16,,,,,,,,,,,,21.34
1990-11-19,,,,,,,,,,,,20.95
1990-11-20,,,,,,,,,,,,20.09
1990-11-21,,,,,,,,,,,,21.09
1990-11-22,,,,,,,,,,,,21.09
1990-11-23,,,,,,,,,,,,20.98
1990-11-26,,,,,,,,,,,,22.76
1990-11-27,,,,,,,,,,,,22.86
1990-11-28,,,,,,,,,,,,22.96
1990-11-29,,,,,,,,,,,,23.91
1990-11-30,,,,,,,,,,,,22.16
1990-12-03,,,,,,,,,,,,22.29
1990-12-04,,,,,,,,,,,,22.03
1990-12-05,,,,,,,,,,,,20.94
1990-12-06,,,,,,,,,,,,22.62
1990-12-07,,,,,,,,,,,,22.59
1990-12-10,,,,,,,,,,,,23.58
1990-12-11,,,,,,,,,,,,23.75
1990-12-12,,,,,,,,,,,,21.28
1990-12-13,,,,,,19.190938656424606,,,,,,23.05
1990-12-14,,,,,,20.999577162818873,,,,,,23.85
1990-12-17,9.572222884040299,,,,,20.643070082360847,,,,,,24.85
1990-12-18,12.09879600856557,,,,,18.991089633544835,,,,,,23.11
1990-12-19,11.348310872679717,,,,,28.71818652674186,,,,,,23.08
1990-12-20,11.23961345937079,,,,,23.655441063230892,,,,,,23.13
1990-12-21,11.666703128536996,,,,,20.141374622797237,,,,,,22.66
1990-12-24,10.431502256482247,,,,,20.85208395828778,,,,,,24.03
1990-12-25,10.634933031780319,,,,,20.858228270302067,,,,,,24.03
1990-12-26,11.137968746718787,,,,,23.899533686599582,,,,,,24.18
1990-12-27,9.781681871690678,,,,,22.141750475794908,,,,,,24.81
1990-12-28,10.153995131098194,,,,,32.73741965223413,,,,,,25.05
1990-12-31,10.993068488815114,,,,,27.623524603439,,,,,,26.38
1991-01-01,10.684824826586269,,,,,26.12681668935015,,,,,,26.38
1991-01-02,8.77438859210795,,,,,20.21735625843569,,,,,,26.62
1991-01-03,7.249847219628731,,,,,19.77934524065925,,,,,,27.93
1991-01-04,8.046389517010454,,,,,19.312564639168432,,,,,,27.19
1991-01-07,5.510601213967516,,,,,29.376580458756347,,,,,,28.95
1991-01-08,6.687315853846057,,,,,21.744738980712214,,,,,,30.38
1991-01-09,5.786933984515635,,,,,23.23241526644566,,,,,,33.3
1991-01-10,8.490868080034321,,,,,22.000788163379912,,,,,,31.33
1991-01-11,8.390009198161032,,,,,23.442538964989012,,,,,,32.63
1991-01-14,6.6709287141309455,,,,,31.189449907113225,,,,,,36.2
1991-01-15,8.101035608929914,,,,,25.860539082246156,,,,,,36.16
1991-01-16,9.79340630320955,,,,,29.635269837188908,,,,,,33.2
1991-01-17,15.24783149749658,,,,,-2.8573683862827064,,,,,,27.45
1991-01-18,14.166893098945742,,,,,10.523641498793678,,,,,,25.39
1991-01-21,12.501229898643903,,,,,17.803799698405918,,,,,,24.33
1991-01-22,10.720020528749862,,,,,17.88193429295371,,,,,,24.9
1991-01-23,11.997373826171295,,,,,16.7550800146155,,,,,,23.92
1991-01-24,14.07937920176214,,,,,12.142697403428482,,,,,,22.86
1991-01-25,13.43356875795926,,,,,17.54312022080903,,,,,,22.2
1991-01-28,12.835065102540016,,,,,18.301988665073644,,,,,,23.05
1991-01-29,12.515981326571453,,,,,17.3766302951891,,,,,,23.17
1991-01-30,14.993490927176987,,,,,10.18319521266627,,,,,,21.37
1991-01-31,15.355137411761888,,,,,10.809388911992533,,,,,,20.91
1991-02-01,13.903146533174002,,,,,13.558870116423174,,,,,,21.04
1991-02-04,16.391463129516527,,,,,16.913023870750504,,,,,,21.86
1991-02-05,16.697656370821083,,,,,14.165015890842858,,,,,,21.46
1991-02-06,18.731787745688194,,,,,11.765893188178996,,,,,,22.68
1991-02-07,15.697134343774321,,,,,18.679931587420402,,,,,,23.6
1991-02-08,16.571264130066343,,,,,19.511711537594532,,,,,,23.38
1991-02-11,20.358526128829848,,,,,15.332710833456392,,,,,,22.56
1991-02-12,16.502292340906152,,,,,17.325168502602253,,,,,,22.26
1991-02-13,17.98929637353501,,,,,16.41463819352312,,,,,,20.86
1991-02-14,14.370602449436358,,,,,17.84325875452371,,,,,,21.48
1991-02-15,17.26608366672517,,,,,13.773720905786327,,,,,,19.57
1991-02-18,16.115847656678607,,,,,15.49154933951857,,,,,,19.57
1991-02-19,15.996772872341,,,,,16.106140889687655,,,,,,19.84
1991-02-20,13.386465987341413,,,,,16.55757560142522,,,,,,22.26
1991-02-21,13.996172643691512,,,,,14.665518023209904,,,,,,20.78
1991-02-22,14.501612256168938,,,,,9.99836092527689,,,,,,21.01
1991-02-25,15.063908815143485,,,,,15.42720704296968,,,,,,22.86
1991-02-26,12.380516550085902,,,,,14.738348073375278,,,,,,20.38
1991-02-27,15.565907679692955,,,,,19.491520098101887,,,,,,21.26
1991-02-28,14.57784965991274,,,,,23.531289889242586,,,,,,21.23
1991-03-01,16.11672443187202,,,,,20.2479250953512,,,,,,21.23
1991-03-04,15.036106669929902,,,,,20.52394648146701,,,,,,20.86
1991-03-05,18.65610034769506,,,,,16.579508211847845,,,,,,20.45
1991-03-06,16.45974560421589,,,,,18.908481430106697,,,,,,20.55
1991-03-07,15.973154225268633,,,,,19.58019429932784,,,,,,21.05
1991-03-08,15.122600874745842,,,,,21.766107644306835,,,,,,20.81
1991-03-11,13.855172843079291,,,,,15.39787966361814,,,,,,20.88
1991-03-12,12.492418676476678,,,,,17.134331462143734,,,,,,18.82
1991-03-13,15.609420984072985,,,,,19.577336002581756,,,,,,16.09
1991-03-14,14.482905771539382,,,,,17.06865918098007,,,,,,14.94
1991-03-15,13.980115887594208,,,,,17.243344412431743,,,,,,14.9
1991-03-18,13.469426469783409,,,,,15.540093616981055,,,,,,15.79
1991-03-19,10.932668022527599,,,,,17.438689267454613,,,,,,16.11
1991-03-20,12.898879016446628,,,,,16.533109892643555,,,,,,16.04
1991-03-21,12.402744103017328,,,,,16.94193960859062,,,,,,16.86
1991-03-22,12.943865686837235,,,,,17.186851653683057,,,,,,16.49
1991-03-25,14.318558433062726,,,,,13.230243974303173,,,,,,16.76
1991-03-26,17.203965870580628,,,,,13.38014166314928,,,,,,16.31
1991-03-27,15.405061908360404,,,,,13.480569382895228,,,,,,16.55
1991-03-28,14.780038014417885,,,,,15.419689235211441,,,,,,16.88
1991-03-29,14.553517453033756,,,,,15.562627497020348,,,,,,16.88
1991-04-01,12.51913685642575,,,,,19.09114975345655,,,,,,17.42
1991-04-02,17.37173845635378,,,,,15.896985373201186,,,,,,17.4
1991-04-03,15.692802056034186,,,,,18.301872452439063,,,,,,17.61
1991-04-04,15.727077487945362,,,,,16.850047349185154,,,,,,18.01
1991-04-05,13.132549415151628,,,,,17.389820152803992,,,,,,17.63
1991-04-08,15.116484587719487,,,,,19.322046060023155,,,,,,17.41
1991-04-09,12.194748311667587,,,,,21.535128698875095,,,,,,20.12
1991-04-10,12.778025709651827,,,,,19.41911568042442,,,,,,19.73
1991-04-11,15.51813546273684,,,,,17.66323223865714,,,,,,17.24
1991-04-12,15.821035192000837,,,,,16.552255171594048,,,,,,18.45
1991-04-15,15.345075126010318,,,,,17.63756105933258,,,,,,16.5
1991-04-16,18.123403320056184,,,,,17.514946865900665,,,,,,15.82
1991-04-17,18.24796986644942,,,,,18.07361781867628,,,,,,15.47
1991-04-18,15.873254762161057,,,,,14.066164240997518,,,,,,16.26
1991-04-19,13.492958251949766,,,,,14.621386322037642,,,,,,15.68
1991-04-22,12.204566158375043,,,,,16.856900731833825,,,,,,16.78
1991-04-23,13.581158174589785,,,,,15.930791587285304,,,,,,17.02
1991-04-24,14.218044498147753,,,,,15.393536467584243,,,,,,16.72
1991-04-25,12.322862095937527,,,,,13.943394594129735,,,,,,17.15
1991-04-26,12.768154122055709,,,,,15.050444473376636,,,,,,17.27
1991-04-29,10.238571471871223,,,,,15.726781658604757,,,,,,18.27
1991-04-30,12.018550252636947,,,,,19.512464480610205,,,,,,18.24
1991-05-01,14.880997053684421,,,,,18.06338361729013,,,,,,17.77
1991-05-02,14.174923359741822,,,,,16.756948645343062,,,,,,17.52
1991-05-03,14.012590329102913,,,,,15.892121578935367,,,,,,17.24
1991-05-06,13.308705697061479,,,,,17.907510359484707,,,,,,17.92
1991-05-07,12.185730685954711,,,,,18.671518920334936,,,,,,17.46
1991-05-08,13.181404891628219,,,,,18.472363221273383,,,,,,17.78
1991-05-09,15.494205161397621,,,,,18.93699957981776,,,,,,17.17
1991-05-10,10.82500908379759,,,,,17.46019975783308,,,,,,17.54
1991-05-13,12.466717390176541,,,,,19.25272727468326,,,,,,17.66
1991-05-14,9.955501476823656,,,,,20.018146685916747,,,,,,18.0
1991-05-15,9.100412703967152,,,,,18.915701031639617,,,,,,18.38
1991-05-16,12.331198349809926,,,,,14.989196640860802,,,,,,17.24
1991-05-17,11.94733986749227,,,,,15.4929766472019,,,,,,16.64
1991-05-20,11.878046763099395,,,,,18.484642032471452,,,,,,17.1
1991-05-21,13.53773184813688,,,,,17.66580569577133,,,,,,16.07
1991-05-22,13.424770731610804,,,,,16.581961871345893,,,,,,16.16
1991-05-23,12.701618491311088,,,,,15.792493335659374,,,,,,16.11
1991-05-24,14.006513755556215,,,,,17.833043862247646,,,,,,15.23
1991-05-27,13.40353033557925,,,,,17.499294471725275,,,,,,15.23
1991-05-28,15.411210217326593,,,,,24.38529167717985,,,,,,15.67
1991-05-29,14.945803643936761,,,,,18.79998955112081,,,,,,15.9
1991-05-30,16.51140350280303,,,,,20.99715077899305,,,,,,16.02
1991-05-31,16.75193339241424,,,,,18.337330681990167,,,,,,15.93
1991-06-03,14.95652908281216,,,,,20.371768261308763,,,,,,16.87
1991-06-04,14.745998158520264,,,,,19.167732536389742,,,,,,16.17
1991-06-05,13.343378703868275,,,,,19.270324592343044,,,,,,16.4
1991-06-06,12.961637556920682,,,,,21.656024542159727,,,,,,16.93
1991-06-07,11.296318938343504,,,,,21.658877726872955,,,,,,16.98
1991-06-10,11.689873924465553,,,,,28.15399126946263,,,,,,17.47
1991-06-11,13.20325290464174,,,,,21.670979263474614,,,,,,17.32
1991-06-12,10.633467339127426,,,,,21.099845657120124,,,,,,17.72
1991-06-13,12.12548957075468,,,,,21.13668851561484,,,,,,16.99
1991-06-14,14.544188578789656,,,,,17.88625374962323,,,,,,15.98
1991-06-17,12.664439061440238,,,,,20.234981143298864,,,,,,15.5
1991-06-18,12.01039760352933,,,,,20.09606297048563,,,,,,16.14
1991-06-19,10.40058917684628,,,,,20.303420616818467,,,,,,17.44
1991-06-20,11.426750523343234,,,,,19.51724855264779,,,,,,16.75
1991-06-21,12.694681679420855,,,,,17.605999789338867,,,,,,16.51
1991-06-24,8.703578834080853,,,,,15.666366740650952,,,,,,18.28
1991-06-25,9.908608023496546,,,,,18.820612885546605,,,,,,17.85
1991-06-26,10.837000085665604,,,,,19.87600651756553,,,,,,17.98
1991-06-27,12.520925308306321,,,,,21.343648564415226,,,,,,17.87
1991-06-28,10.506449108840258,,,,,22.438532683196495,,,,,,19.55
1991-07-01,14.526802608436084,,,,,21.107228004892924,,,,,,18.64
1991-07-02,12.950790041092738,,,,,20.245940303189077,,,,,,17.63
1991-07-03,10.592494989749035,,,,,22.457057822774846,,,,,,19.47
1991-07-04,11.409579568056353,,,,,21.38516880195521,,,,,,19.47
1991-07-05,11.971037579516947,,,,,21.039369387266596,,,,,,18.35
1991-07-08,13.670862471259001,,,,,21.337801813180533,,,,,,20.29
1991-07-09,12.550336558718966,,,,,19.47199245248065,,,,,,19.76
1991-07-10,12.491995100418956,,,,,20.577807744108537,,,,,,19.19
1991-07-11,13.099802705317884,,,,,18.075762802000263,,,,,,17.39
1991-07-12,14.380201633859665,,,,,19.742177684666814,,,,,,18.29
1991-07-15,14.812605540041236,,,,,20.161022785749154,,,,,,17.78
1991-07-16,13.600786453950265,,,,,19.654333195902694,,,,,,17.49
1991-07-17,13.354487713196056,,,,,20.439434190354575,,,,,,17.52
1991-07-18,15.29412654160549,,,,,20.535404374700235,,,,,,15.77
1991-07-19,13.818187338432292,,,,,20.5690340711841,,,,,,15.5
1991-07-22,12.972734659053899,,,,,17.236359695633162,,,,,,16.9
1991-07-23,11.277876723578887,,,,,18.93479370386004,,,,,,16.58
1991-07-24,11.524871647220268,,,,,15.276945980673725,,,,,,16.41
1991-07-25,13.18628278844865,,,,,17.090565733024253,,,,,,15.74
1991-07-26,12.938396104193462,,,,,19.226303452260133,,,,,,15.45
1991-07-29,13.903661326249912,,,,,15.890994056342906,,,,,,15.67
1991-07-30,15.207915417111428,,,,,16.081793240045243,,,,,,15.47
1991-07-31,15.093893756121293,,,,,18.264344471661257,,,,,,15.18
1991-08-01,14.11613945581372,,,,,17.635114365548237,,,,,,15.47
1991-08-02,14.12836189559913,,,,,10.274482929026307,,,,,,15.26
1991-08-05,12.725146073273487,,,,,14.417855447764891,,,,,,15.92
1991-08-06,15.757285224810065,,,,,15.681353923009693,,,,,,15.54
1991-08-07,14.763218243476151,,,,,15.843456050792224,,,,,,15.56
1991-08-08,13.93467291441872,,,,,16.76135994581583,,,,,,15.98
1991-08-09,12.922854774641083,,,,,17.921377800744324,,,,,,15.45
1991-08-12,13.718679106626826,,,,,16.588476153601203,,,,,,15.26
1991-08-13,14.51492028420838,,,,,15.755717495742324,,,,,,14.73
1991-08-14,14.442065578407798,,,,,17.93165379234821,,,,,,15.09
1991-08-15,13.81612715151996,,,,,16.70447630359932,,,,,,15.19
1991-08-16,11.914856644569962,,,,,18.038808229308295,,,,,,16.01
1991-08-19,7.639041547568445,,,,,18.31390595662439,,,,,,21.19
1991-08-20,11.529220311389082,,,,,15.309865159092958,,,,,,18.86
1991-08-21,17.42348575367158,,,,,17.460630877797595,,,,,,15.62
1991-08-22,15.470796145477946,,,,,14.730168882010961,,,,,,14.59
1991-08-23,16.06093558889657,,,,,15.05317127696688,,,,,,14.41
1991-08-26,14.862861085009817,,,,,17.640076065891954,,,,,,14.81
1991-08-27,14.357724096029107,,,,,16.363268272914592,,,,,,15.46
1991-08-28,16.148906573278193,,,,,16.21506163532301,,,,,,15.31
1991-08-29,15.105996028780492,,,,,15.082387821263953,,,,,,14.82
1991-08-30,14.378357651167313,,,,,13.122712630194727,,,,,,14.46
1991-09-02,14.36589362858911,,,,,14.68368123424855,,,,,,14.46
1991-09-03,12.561298979862649,,,,,15.318249123134505,,,,,,16.57
1991-09-04,12.00839557049139,,,,,15.691588192796472,,,,,,17.18
1991-09-05,12.161202253234858,,,,,14.25968727789279,,,,,,17.31
1991-09-06,12.550809844341462,,,,,17.13538936076709,,,,,,16.76
1991-09-09,12.417654799757871,,,,,18.465200618088144,,,,,,17.73
1991-09-10,10.362266395358072,,,,,16.377543639270442,,,,,,18.22
1991-09-11,11.912747721208827,,,,,12.117773226199487,,,,,,17.96
1991-09-12,13.350414709131616,,,,,13.066507228910346,,,,,,16.21
1991-09-13,10.933551744951517,,,,,14.329990956104949,,,,,,17.88
1991-09-16,12.718986101231343,,,,,14.77461444179793,,,,,,17.82
1991-09-17,12.391815506374039,,,,,17.169232984230934,,,,,,17.68
1991-09-18,13.23536457688739,,,,,18.34084083914364,,,,,,17.56
1991-09-19,13.56343118871276,,,,,16.99681970079658,,,,,,17.56
1991-09-20,13.67234385640442,,,,,17.048498532729244,,,,,,17.08
1991-09-23,12.347481616580227,,,,,19.165600099361622,,,,,,16.38
1991-09-24,13.561558863928271,,,,,21.054830067950213,,,,,,16.04
1991-09-25,12.834577502629081,,,,,18.478890849380317,,,,,,15.68
1991-09-26,12.828603607751518,,,,,16.24178307153828,,,,,,15.35
1991-09-27,12.39685029995458,,,,,15.39827323887705,,,,,,16.31
1991-09-30,13.763734790214416,,,,,21.238948496765435,0.7267340826075336,,,,,15.85
1991-10-01,13.921857072822664,,,,,19.517442708690478,0.7451872853397451,,,,,14.81
1991-10-02,12.932324832210059,,,,,20.371171620210546,0.8104156412220699,,,,,15.81
1991-10-03,11.006024109878393,,,,,21.601440610914594,0.7410793553818573,,,,,17.04
1991-10-04,10.476456387339717,,,,,21.642621497653117,0.7458026191372538,,,,,15.63
1991-10-07,10.07135690498326,,,,,20.915701025426053,0.705709726847176,,,,,18.58
1991-10-08,11.53958571082647,,,,,18.663922299275406,0.6550037264652641,,,,,17.81
1991-10-09,9.681243558276561,,,,,21.0352924851959,0.6829584182281688,,,,,18.54
1991-10-10,12.285555677476452,,,,,19.491619999534176,0.7275072402084076,,,,,17.8
1991-10-11,12.325398119094187,,,,,20.632697086998075,0.6506485675085948,,,,,17.6
1991-10-14,14.7603002956798,,,,,19.057212907354867,0.7165842793756594,,,,,16.71
1991-10-15,16.223654451658103,,,,18.658398673600196,18.095672493930817,0.6900810876179779,,,,,16.22
1991-10-16,16.049329041181494,,,,19.347093314943358,19.123625357371644,0.6639745255114583,,,,,14.85
1991-10-17,14.27750785788585,,,,20.5911624422336,20.810618555492567,0.7531257148895965,,,,,16.32
1991-10-18,14.537988605059466,,,,19.280419588422966,22.17681013568109,0.7270668632300532,,,,,15.87
1991-10-21,12.810489222985296,,,,19.260529606563274,22.545063121685434,0.7745864416230789,,,,,16.66
1991-10-22,12.293503055066044,,,,19.427567277957415,21.519206538294195,0.7505134681444982,,,,,16.55
1991-10-23,12.69330504888163,,,,19.8813054638171,19.44475740275634,0.7273431799066918,,,,,16.26
1991-10-24,11.110566580955117,,,,19.680679118140457,19.69212002023945,0.6798902732732717,,,,,15.62
1991-10-25,11.31722354383188,,,,19.619610629789754,18.590931937854393,0.7224730289380066,,,,,15.75
1991-10-28,14.38619902678981,,,,20.571381566440884,17.2151374942946,0.6793915025753762,,,,,15.45
